resp,link,title
<200 http://www.nba.com/news>,/writer/archive,Writer Archive
<200 https://stats.nba.com/>,/players/clutch-traditional/,Clutch Traditional
<200 https://stats.nba.com/>,/players/clutch-advanced/,Clutch Advanced
<200 https://stats.nba.com/>,/players/clutch-misc/,Clutch Misc
<200 https://stats.nba.com/>,/players/clutch-scoring/,Clutch Scoring
<200 https://stats.nba.com/>,/players/clutch-usage/,Clutch Usage
<200 https://stats.nba.com/>,,Defense 
<200 https://stats.nba.com/>,/players/defense/,Defense Overall
<200 https://stats.nba.com/>,/players/defense-dash-overall/,Defending Shots Overall
<200 https://stats.nba.com/>,/players/defense-dash-3pt/,Defending 3 Pointers
<200 https://stats.nba.com/schedule/>,/players/clutch-scoring/,Clutch Scoring
<200 https://stats.nba.com/schedule/>,/players/clutch-usage/,Clutch Usage
<200 https://stats.nba.com/schedule/>,,Defense 
<200 https://stats.nba.com/schedule/>,/players/defense/,Defense Overall
<200 https://stats.nba.com/schedule/>,/players/defense-dash-overall/,Defending Shots Overall
<200 https://stats.nba.com/schedule/>,/players/defense-dash-3pt/,Defending 3 Pointers
<200 https://stats.nba.com/schedule/>,/players/defense-dash-2pt/,Defending 2 Pointers
<200 https://stats.nba.com/schedule/>,/players/defense-dash-lt6/,Defending Less Than 6 FT
<200 https://stats.nba.com/>,/players/defense-dash-2pt/,Defending 2 Pointers
<200 https://stats.nba.com/>,/players/defense-dash-lt6/,Defending Less Than 6 FT
<200 https://stats.nba.com/>,/players/defense-dash-lt10/,Defending Less Than 10 FT
<200 https://stats.nba.com/>,/players/defense-dash-gt15/,Defending More Than 15 FT
<200 https://stats.nba.com/>,/players/opponent-shooting/,Opponent Shooting
<200 https://stats.nba.com/>,/players/isolation/?OD=defensive,By Play Type
<200 https://stats.nba.com/>,,Tracking 
<200 https://stats.nba.com/>,/players/catch-shoot/,Catch & Shoot
<200 https://stats.nba.com/schedule/>,/players/defense-dash-lt10/,Defending Less Than 10 FT
<200 https://stats.nba.com/schedule/>,/players/defense-dash-gt15/,Defending More Than 15 FT
<200 https://stats.nba.com/schedule/>,/players/opponent-shooting/,Opponent Shooting
<200 https://stats.nba.com/schedule/>,/players/isolation/?OD=defensive,By Play Type
<200 https://stats.nba.com/schedule/>,,Tracking 
<200 https://stats.nba.com/schedule/>,/players/catch-shoot/,Catch & Shoot
<200 https://stats.nba.com/schedule/>,/players/defensive-impact/,Defensive Impact
<200 https://stats.nba.com/schedule/>,/players/drives/,Drives
<200 https://stats.nba.com/schedule/>,/players/passing/,Passing
<200 https://stats.nba.com/>,/players/defensive-impact/,Defensive Impact
<200 https://stats.nba.com/>,/players/drives/,Drives
<200 https://stats.nba.com/>,/players/passing/,Passing
<200 https://stats.nba.com/>,/players/touches/,Touches
<200 https://stats.nba.com/>,/players/pullup/,Pull Up Shooting
<200 https://stats.nba.com/>,/players/rebounding/,Rebounding
<200 https://stats.nba.com/>,/players/offensive-rebounding/,Offensive Rebounding
<200 https://stats.nba.com/>,/players/defensive-rebounding/,Defensive Rebounding
<200 https://stats.nba.com/schedule/>,/players/touches/,Touches
<200 https://stats.nba.com/schedule/>,/players/pullup/,Pull Up Shooting
<200 https://stats.nba.com/schedule/>,/players/rebounding/,Rebounding
<200 https://stats.nba.com/schedule/>,/players/offensive-rebounding/,Offensive Rebounding
<200 https://stats.nba.com/schedule/>,/players/defensive-rebounding/,Defensive Rebounding
<200 https://stats.nba.com/schedule/>,/players/shooting-efficiency/,Shooting Efficiency
<200 https://stats.nba.com/schedule/>,/players/speed-distance/,Speed & Distance
<200 https://stats.nba.com/>,/players/shooting-efficiency/,Shooting Efficiency
<200 https://stats.nba.com/>,/players/speed-distance/,Speed & Distance
<200 https://stats.nba.com/>,/players/elbow-touch/,Elbow Touches
<200 https://stats.nba.com/>,/players/tracking-post-ups/,Post Ups
<200 https://stats.nba.com/>,/players/paint-touch/,Paint Touches
<200 https://stats.nba.com/>,,Shooting 
<200 https://stats.nba.com/>,/players/shots-general/,Shots by General Range
<200 https://stats.nba.com/>,/players/shots-shotclock/,Shots by Shotclock
<200 https://stats.nba.com/schedule/>,/players/elbow-touch/,Elbow Touches
<200 https://stats.nba.com/schedule/>,/players/tracking-post-ups/,Post Ups
<200 https://stats.nba.com/schedule/>,/players/paint-touch/,Paint Touches
<200 https://stats.nba.com/schedule/>,,Shooting 
<200 https://stats.nba.com/schedule/>,/players/shots-general/,Shots by General Range
<200 https://stats.nba.com/schedule/>,/players/shots-shotclock/,Shots by Shotclock
<200 https://stats.nba.com/schedule/>,/players/shots-dribbles/,Shots by Dribbles
<200 https://stats.nba.com/schedule/>,/players/shots-touch-time/,Shots by Touch Time
<200 https://stats.nba.com/>,/players/shots-dribbles/,Shots by Dribbles
<200 https://stats.nba.com/>,/players/shots-touch-time/,Shots by Touch Time
<200 https://stats.nba.com/>,/players/shots-closest-defender/,Shots by Closest Defender
<200 https://stats.nba.com/>,/players/shots-closest-defender-10/,Shots by Closest Defender (+10 FT)
<200 https://stats.nba.com/>,/players/shooting/,Shooting
<200 https://stats.nba.com/>,/players/opponent-shooting/,Opponent Shooting
<200 https://stats.nba.com/>,/players/hustle/,Hustle Stats
<200 https://stats.nba.com/>,/players/bio/,Bios
<200 https://stats.nba.com/schedule/>,/players/shots-closest-defender/,Shots by Closest Defender
<200 https://stats.nba.com/schedule/>,/players/shots-closest-defender-10/,Shots by Closest Defender (+10 FT)
<200 https://stats.nba.com/schedule/>,/players/shooting/,Shooting
<200 https://stats.nba.com/schedule/>,/players/opponent-shooting/,Opponent Shooting
<200 https://stats.nba.com/schedule/>,/players/hustle/,Hustle Stats
<200 https://stats.nba.com/schedule/>,/players/bio/,Bios
<200 https://stats.nba.com/schedule/>,/players/boxscores/,Box Scores
<200 https://stats.nba.com/schedule/>,,Advanced Box Scores 
<200 https://stats.nba.com/>,/players/boxscores/,Box Scores
<200 https://stats.nba.com/>,,Advanced Box Scores 
<200 https://stats.nba.com/>,/players/boxscores-traditional/,Traditional
<200 https://stats.nba.com/>,/players/boxscores-advanced/,Advanced
<200 https://stats.nba.com/>,/players/boxscores-misc/,Misc
<200 https://stats.nba.com/>,/players/boxscores-scoring/,Scoring
<200 https://stats.nba.com/>,/players/boxscores-usage/,Usage
<200 https://stats.nba.com/>,/teams/,Teams Home
<200 https://stats.nba.com/>,,All Teams 
<200 https://stats.nba.com/>,/teams/traditional/,Traditional Stats
<200 https://stats.nba.com/schedule/>,/players/boxscores-traditional/,Traditional
<200 https://stats.nba.com/schedule/>,/players/boxscores-advanced/,Advanced
<200 https://stats.nba.com/schedule/>,/players/boxscores-misc/,Misc
<200 https://stats.nba.com/schedule/>,/players/boxscores-scoring/,Scoring
<200 https://stats.nba.com/schedule/>,/players/boxscores-usage/,Usage
<200 https://stats.nba.com/schedule/>,/teams/,Teams Home
<200 https://stats.nba.com/schedule/>,,All Teams 
<200 https://stats.nba.com/schedule/>,/teams/traditional/,Traditional Stats
<200 https://stats.nba.com/schedule/>,/teams/hustle-leaders/,Hustle Leaders
<200 https://stats.nba.com/schedule/>,/teams/advanced-leaders/,Advanced Leaders
<200 https://stats.nba.com/>,/teams/hustle-leaders/,Hustle Leaders
<200 https://stats.nba.com/>,/teams/advanced-leaders/,Advanced Leaders
<200 https://stats.nba.com/>,,General 
<200 https://stats.nba.com/>,/teams/traditional/,Traditional
<200 https://stats.nba.com/>,/teams/advanced/,Advanced
<200 https://stats.nba.com/>,/teams/misc/,Misc
<200 https://stats.nba.com/>,/teams/four-factors/,Four Factors
<200 https://stats.nba.com/>,/teams/scoring/,Scoring
<200 https://stats.nba.com/>,/teams/opponent/,Opponent
<200 https://stats.nba.com/>,/teams/defense/,Defense
<200 https://stats.nba.com/schedule/>,,General 
<200 https://stats.nba.com/schedule/>,/teams/traditional/,Traditional
<200 https://stats.nba.com/schedule/>,/teams/advanced/,Advanced
<200 https://stats.nba.com/schedule/>,/teams/misc/,Misc
<200 https://stats.nba.com/schedule/>,/teams/four-factors/,Four Factors
<200 https://stats.nba.com/schedule/>,/teams/scoring/,Scoring
<200 https://stats.nba.com/schedule/>,/teams/opponent/,Opponent
<200 https://stats.nba.com/schedule/>,/teams/defense/,Defense
<200 https://stats.nba.com/schedule/>,,Clutch 
<200 https://stats.nba.com/schedule/>,/teams/clutch-traditional/,Clutch Traditional
<200 https://stats.nba.com/>,,Clutch 
<200 https://stats.nba.com/>,/teams/clutch-traditional/,Clutch Traditional
<200 https://stats.nba.com/>,/teams/clutch-advanced/,Clutch Advanced
<200 https://stats.nba.com/>,/teams/clutch-misc/,Clutch Misc
<200 https://stats.nba.com/>,/teams/clutch-four-factors/,Clutch Four Factors
<200 https://stats.nba.com/>,/teams/clutch-scoring/,Clutch Scoring
<200 https://stats.nba.com/>,/teams/clutch-opponent/,Clutch Opponent
<200 https://stats.nba.com/>,,Defense 
<200 https://stats.nba.com/>,/teams/defense/,Defense Overall
<200 https://stats.nba.com/schedule/>,/teams/clutch-advanced/,Clutch Advanced
<200 https://stats.nba.com/schedule/>,/teams/clutch-misc/,Clutch Misc
<200 https://stats.nba.com/schedule/>,/teams/clutch-four-factors/,Clutch Four Factors
<200 https://stats.nba.com/schedule/>,/teams/clutch-scoring/,Clutch Scoring
<200 https://stats.nba.com/schedule/>,/teams/clutch-opponent/,Clutch Opponent
<200 https://stats.nba.com/schedule/>,,Defense 
<200 https://stats.nba.com/schedule/>,/teams/defense/,Defense Overall
<200 https://stats.nba.com/schedule/>,/teams/defense-dash-overall/,Defending Shots Overall
<200 https://stats.nba.com/schedule/>,/teams/defense-dash-3pt/,Defending 3 Pointers
<200 https://stats.nba.com/schedule/>,/teams/defense-dash-2pt/,Defending 2 Pointers
<200 https://stats.nba.com/>,/teams/defense-dash-overall/,Defending Shots Overall
<200 https://stats.nba.com/>,/teams/defense-dash-3pt/,Defending 3 Pointers
<200 https://stats.nba.com/>,/teams/defense-dash-2pt/,Defending 2 Pointers
<200 https://stats.nba.com/>,/teams/defense-dash-lt6/,Defending Less Than 6 FT
<200 https://stats.nba.com/>,/teams/defense-dash-lt10/,Defending Less Than 10 FT
<200 https://stats.nba.com/>,/teams/defense-dash-gt15/,Defending More Than 15 FT
<200 https://stats.nba.com/>,/teams/opponent-shooting/,Overall Opponent Shooting
<200 https://stats.nba.com/>,/teams/isolation/?OD=defensive,By Play Type
<200 https://stats.nba.com/>,,Tracking 
<200 https://stats.nba.com/schedule/>,/teams/defense-dash-lt6/,Defending Less Than 6 FT
<200 https://stats.nba.com/schedule/>,/teams/defense-dash-lt10/,Defending Less Than 10 FT
<200 https://stats.nba.com/schedule/>,/teams/defense-dash-gt15/,Defending More Than 15 FT
<200 https://stats.nba.com/schedule/>,/teams/opponent-shooting/,Overall Opponent Shooting
<200 https://stats.nba.com/schedule/>,/teams/isolation/?OD=defensive,By Play Type
<200 https://stats.nba.com/schedule/>,,Tracking 
<200 https://stats.nba.com/schedule/>,/teams/catch-shoot/,Catch & Shoot
<200 https://stats.nba.com/schedule/>,/teams/defensive-impact/,Defensive Impact
<200 https://stats.nba.com/schedule/>,/teams/drives/,Drives
<200 https://stats.nba.com/schedule/>,/teams/passing/,Passing
<200 https://stats.nba.com/>,/teams/catch-shoot/,Catch & Shoot
<200 https://stats.nba.com/>,/teams/defensive-impact/,Defensive Impact
<200 https://stats.nba.com/>,/teams/drives/,Drives
<200 https://stats.nba.com/>,/teams/passing/,Passing
<200 https://stats.nba.com/>,/teams/touches/,Touches
<200 https://stats.nba.com/>,/teams/pullup/,Pull Up Shooting
<200 https://stats.nba.com/>,/teams/rebounding/,Rebounding
<200 https://stats.nba.com/>,/teams/offensive-rebounding/,Offensive Rebounding
<200 https://stats.nba.com/>,/teams/defensive-rebounding/,Defensive Rebounding
<200 https://stats.nba.com/>,/teams/shooting-efficiency/,Shooting Efficiency
<200 https://stats.nba.com/schedule/>,/teams/touches/,Touches
<200 https://stats.nba.com/schedule/>,/teams/pullup/,Pull Up Shooting
<200 https://stats.nba.com/schedule/>,/teams/rebounding/,Rebounding
<200 https://stats.nba.com/schedule/>,/teams/offensive-rebounding/,Offensive Rebounding
<200 https://stats.nba.com/schedule/>,/teams/defensive-rebounding/,Defensive Rebounding
<200 https://stats.nba.com/schedule/>,/teams/shooting-efficiency/,Shooting Efficiency
<200 https://stats.nba.com/schedule/>,/teams/speed-distance/,Speed & Distance
<200 https://stats.nba.com/schedule/>,/teams/elbow-touch/,Elbow Touches
<200 https://stats.nba.com/schedule/>,/teams/tracking-post-ups/,Post Ups
<200 https://stats.nba.com/>,/teams/speed-distance/,Speed & Distance
<200 https://stats.nba.com/>,/teams/elbow-touch/,Elbow Touches
<200 https://stats.nba.com/>,/teams/tracking-post-ups/,Post Ups
<200 https://stats.nba.com/>,/teams/paint-touch/,Paint Touches
<200 https://stats.nba.com/>,,Shooting 
<200 https://stats.nba.com/>,/teams/shots-general/,Shots By General Range
<200 https://stats.nba.com/>,/teams/shots-shotclock/,Shots By Shotclock
<200 https://stats.nba.com/>,/teams/shots-dribbles/,Shots By Dribbles
<200 https://stats.nba.com/>,/teams/shots-touch-time/,Shots By Touch Time
<200 https://stats.nba.com/>,/teams/shots-closest-defender/,Shots By Closest Defender
<200 https://stats.nba.com/schedule/>,/teams/paint-touch/,Paint Touches
<200 https://stats.nba.com/schedule/>,,Shooting 
<200 https://stats.nba.com/schedule/>,/teams/shots-general/,Shots By General Range
<200 https://stats.nba.com/schedule/>,/teams/shots-shotclock/,Shots By Shotclock
<200 https://stats.nba.com/schedule/>,/teams/shots-dribbles/,Shots By Dribbles
<200 https://stats.nba.com/schedule/>,/teams/shots-touch-time/,Shots By Touch Time
<200 https://stats.nba.com/schedule/>,/teams/shots-closest-defender/,Shots By Closest Defender
<200 https://stats.nba.com/schedule/>,/teams/shots-closest-defender-10/,Shots By Closest Defender (+10 FT)
<200 https://stats.nba.com/>,/teams/shots-closest-defender-10/,Shots By Closest Defender (+10 FT)
<200 https://stats.nba.com/>,/teams/shooting/,Shooting
<200 https://stats.nba.com/>,,Opponent Shooting 
<200 https://stats.nba.com/>,/teams/opponent-shooting/,Overall Opponent Shooting
<200 https://stats.nba.com/>,/teams/opponent-shots-general/,Opponent Shots By General Range
<200 https://stats.nba.com/>,/teams/opponent-shots-shotclock/,Opponent Shots By Shotclock
<200 https://stats.nba.com/>,/teams/opponent-shots-dribbles/,Opponent Shots By Dribbles
<200 https://stats.nba.com/>,/teams/opponent-shots-touch-time/,Opponent Shots By Touch Time
<200 https://stats.nba.com/>,/teams/opponent-shots-closest-defender/,Opponent Shots By Closest Defender
<200 https://stats.nba.com/schedule/>,/teams/shooting/,Shooting
<200 https://stats.nba.com/schedule/>,,Opponent Shooting 
<200 https://stats.nba.com/schedule/>,/teams/opponent-shooting/,Overall Opponent Shooting
<200 https://stats.nba.com/schedule/>,/teams/opponent-shots-general/,Opponent Shots By General Range
<200 https://stats.nba.com/schedule/>,/teams/opponent-shots-shotclock/,Opponent Shots By Shotclock
<200 https://stats.nba.com/schedule/>,/teams/opponent-shots-dribbles/,Opponent Shots By Dribbles
<200 https://stats.nba.com/schedule/>,/teams/opponent-shots-touch-time/,Opponent Shots By Touch Time
<200 https://stats.nba.com/schedule/>,/teams/opponent-shots-closest-defender/,Opponent Shots By Closest Defender
<200 https://stats.nba.com/schedule/>,/teams/opponent-shots-closest-defender-10/,Opponent Shots By Closest Defender (+10 FT)
<200 https://stats.nba.com/>,/teams/opponent-shots-closest-defender-10/,Opponent Shots By Closest Defender (+10 FT)
<200 https://stats.nba.com/>,/teams/hustle/,Hustle Stats
<200 https://stats.nba.com/>,/teams/boxscores/,Box Scores
<200 https://stats.nba.com/>,,Advanced Box Scores 
<200 https://stats.nba.com/>,/teams/boxscores-traditional/,Traditional
<200 https://stats.nba.com/>,/teams/boxscores-advanced/,Advanced
<200 https://stats.nba.com/>,/teams/boxscores-four-factors/,Four Factors
<200 https://stats.nba.com/>,/teams/boxscores-misc/,Misc
<200 https://stats.nba.com/>,/teams/boxscores-scoring/,Scoring
<200 https://stats.nba.com/schedule/>,/teams/hustle/,Hustle Stats
<200 https://stats.nba.com/schedule/>,/teams/boxscores/,Box Scores
<200 https://stats.nba.com/schedule/>,,Advanced Box Scores 
<200 https://stats.nba.com/schedule/>,/teams/boxscores-traditional/,Traditional
<200 https://stats.nba.com/schedule/>,/teams/boxscores-advanced/,Advanced
<200 https://stats.nba.com/schedule/>,/teams/boxscores-four-factors/,Four Factors
<200 https://stats.nba.com/schedule/>,/teams/boxscores-misc/,Misc
<200 https://stats.nba.com/schedule/>,/teams/boxscores-scoring/,Scoring
<200 https://stats.nba.com/schedule/>,/fantasynews/,Fantasy News
<200 https://stats.nba.com/schedule/>,/fantasycompare/,Fantasy Compare
<200 https://stats.nba.com/>,/fantasynews/,Fantasy News
<200 https://stats.nba.com/>,/fantasycompare/,Fantasy Compare
<200 https://stats.nba.com/>,/fantasydraft/,Fantasy Mock Draft
<200 https://stats.nba.com/>,/fantasyranking/,Fantasy Cumulative Ranking
<200 https://stats.nba.com/>,/lineups/traditional/,Traditional
<200 https://stats.nba.com/>,/lineups/advanced/,Advanced
<200 https://stats.nba.com/>,/lineups/misc/,Misc
<200 https://stats.nba.com/>,/lineups/four-factors/,Four Factors
<200 https://stats.nba.com/>,/lineups/scoring/,Scoring
